id,name,brand,cpu,cpu_brand,ram,scrsize,gpu,gpu_brand,memory,drive_type,opersystem,weight,shop,price,url
652,MSI Modern 15 A5M-234VN,MSI,AMD Ryzen 5,AMD,8,15.6,Radeon Vega,AMD,512,SSD,Windows 11,1.6,Phongvu,14490000,https://phongvu.vn/laptop-msi-modern-15-a5m-234vn-xam--s220103921?sku=220103921
653,Lenovo Yoga Slim 7 Carbon 14ACN6-82L0005BVN,LENOVO,AMD Ryzen 7,AMD,16,14.0,GeForce MX450 (2GB),Nvidia,512,SSD,Windows 11,1.1,Phongvu,32790000,https://phongvu.vn/may-tinh-xach-tay-laptop-lenovo-yoga-slim-7-carbon-14acn6-82l0005bvn-amd-ryzen-7-5800u-xam--s220202590?sku=220202590
654,Asus Vivobook Pro M3500QC-L1388W,ASUS,AMD Ryzen 5,AMD,16,15.6,GeForce RTX3050 (4GB),Nvidia,512,SSD,Windows 11,1.7,Phongvu,25090000,https://phongvu.vn/asus-vivobook-pro-m3500qc-l1388w--s220202625?sku=220202625
655,Asus ROG Strix G G513RC-HN038W,ASUS,AMD Ryzen 7,AMD,8,15.6,GeForce RTX3050 (4GB),Nvidia,512,SSD,Windows 11,2.1,Phongvu,27090000,https://phongvu.vn/asus-rog-strix-g15-g513rc-hn038w--s220300268?sku=220300268
656,Asus ROG Flow X13 GV301RC-LJ050W,ASUS,AMD Ryzen 7,AMD,8,13.4,GeForce RTX3050 (4GB),Nvidia,512,SSD,Windows 11,1.3,Phongvu,38390000,https://phongvu.vn/laptop-asus-rog-flow-x13-gv301rc-lj050w-den--s220402101?sku=220402101
657,MSI Katana GF66 11UE-824VN,MSI,Core i7,Intel,8,15.6,GeForce RTX3060 (6GB),Nvidia,512,SSD,Windows 11,2.3,Phongvu,30490000,https://phongvu.vn/laptop-msi-katana-gf66-11ue-824vn-den--s220500083?sku=220500083
658,Acer Aspire 3 A315-58-58ES,ACER,Core i5,Intel,4,15.6,Intel Iris Xe,Intel,256,SSD,Windows 11,1.7,Phongvu,11990000,https://phongvu.vn/acer-aspire-3-a315-58-58es-nx-addsv-00h--s220500337?sku=220500337
659,Asus ROG Zephyrus G14 GA402RJ-L8030W,ASUS,AMD Ryzen 7,AMD,8,14.0,Radeon Vega,AMD,256,SSD,Windows 11,1.7,Phongvu,44790000,https://phongvu.vn/asus-rog-zephyrus-g14-ga402rj--s220503341?sku=220503341
660,MSI Modern 14 B11MOU-1028VN,MSI,Core i3,Intel,8,14.0,Intel UHD 620,Intel,256,SSD,Windows 11,1.3,Phongvu,9890000,https://phongvu.vn/laptop-msi-modern-14-b11mou-1028vn--s220600594?sku=220600594
661,HP Pavilion 15-eg2034TX,HP,Core i7,Intel,8,15.6,GeForce MX550 (2GB),Nvidia,512,SSD,Windows 11,1.7,Phongvu,23190000,https://phongvu.vn/laptop-hp-pavilion-15-eg2034tx-6k780pa--s220610034?sku=220610034
662,Asus TUF Gaming FX517ZE-HN045W,ASUS,Core i5,Intel,8,15.6,GeForce RTX3050Ti (4GB),Nvidia,512,SSD,Windows 11,2.0,Phongvu,25090000,https://phongvu.vn/asus-tuf-gaming-fx517ze-hn045w--s220700465?sku=220700465
663,LG Gram 14ZD90Q-G.AX56A5,LG,Core i5,Intel,16,14.0,Intel Iris Xe,Intel,512,SSD,Windows 10,1.0,Phongvu,30690000,https://phongvu.vn/laptop-lg-gram-14zd90q-g-ax56a5--s220707617?sku=220707617
664,LG Gram 17Z90Q-G.AH78A5,LG,Core i7,Intel,16,17.0,Intel Iris Xe,Intel,512,SSD,Windows 11,1.3,Phongvu,45990000,https://phongvu.vn/laptop-lg-gram-17z90q-g-ah78a5--s220707621?sku=220707621
665,Lenovo Ideapad 3 - 15IAU7 -82RK001LVN,LENOVO,Core i5,Intel,8,15.6,Intel Iris Xe,Intel,512,SSD,Windows 11,1.6,Phongvu,16290000,https://phongvu.vn/laptop-lenovo-ideapad-3-15iau7-82rk001lvn--s220801876?sku=220801876
666,Lenovo Ideapad 5 - 15IAL7 -82SF006LVN,LENOVO,Core i5,Intel,8,15.6,Intel Iris Xe,Intel,512,SSD,Windows 11,1.8,Phongvu,18190000,https://phongvu.vn/lenovo-ideapad-5-15ial7-82sf006lvn--s220801877?sku=220801877
667,HP EliteBook 640 G9,HP,Core i7,Intel,16,14.0,Intel Iris Xe,Intel,512,SSD,Windows 11,1.7,Phongvu,25690000,https://phongvu.vn/laptop-hp-elitebook-640-g9-6m158pa--s220802104?sku=220802104
668,Lenovo Legion 5 15IAH7H - 82RB0048VN,LENOVO,Core i5,Intel,8,15.6,GeForce RTX3060 (6GB),Nvidia,512,SSD,Windows 11,2.4,Phongvu,37990000,https://phongvu.vn/laptop-lenovo-legion-5-15iah7h-82rb0048vn--s220802511?sku=220802511
669,HP 15s-fq5160TU,HP,Core i5,Intel,8,15.6,Intel Iris Xe,Intel,512,SSD,Windows 11,1.7,Phongvu,19990000,https://phongvu.vn/may-tinh-xach-tay-laptop-hp-15s-fq5160tu-core-i5-1235u--s221101762?sku=221101762
670,HP 15s-fq5161TU,HP,Core i5,Intel,8,15.6,Intel Iris Xe,Intel,512,SSD,Windows 11,1.7,Phongvu,16990000,https://phongvu.vn/may-tinh-xach-tay-laptop-hp-15s-fq5161tu-core-i5-1235u--s221101763?sku=221101763
671,HP Pavilion 14-dv2069TU,HP,Core i3,Intel,8,14.0,Intel UHD 620,Intel,256,SSD,Windows 11,1.4,Phongvu,13990000,https://phongvu.vn/may-tinh-xach-tay-laptop-hp-pavilion-14-dv2069tu-core-i3-1215u--s221101768?sku=221101768
672,Acer Swift 3 SF314-510G-57MR,ACER,Core i5,Intel,8,14.0,Intel Iris Xe,Intel,512,SSD,Windows 10,1.4,Phongvu,17490000,https://phongvu.vn/acer-swift-3-sf314-510g-57mr-nx-a10sv-004--s201100389?sku=201100389
673,LG Gram 2021 14Z90P-G.AH75A5,LG,Core i7,Intel,16,14.0,Intel Iris Xe,Intel,512,SSD,Windows 10,1.0,Phongvu,39990000,https://phongvu.vn/may-tinh-xach-tay-laptop-lg-gram-2021-14z90p-g-ah75a5-i7-1165g7-den--s210500987?sku=210500987
674,Dell Latitude 3520,DELL,Core i3,Intel,4,15.6,Intel UHD 620,Intel,256,SSD,Mac OS,1.8,Phongvu,13290000,https://phongvu.vn/laptop-dell-latitude-3520-3520-70251603--s210601910?sku=210601910
675,HP Pavilion 15-eg0509TU,HP,Core i3,Intel,4,15.6,Intel UHD 620,Intel,512,SSD,Windows 11,1.7,Phongvu,11990000,https://phongvu.vn/laptop-hp-pavilion-15-eg0509tu-46m08pa-vang--s210701363?sku=210701363
676,Asus UX325EA-KG363T,ASUS,Core i5,Intel,8,13.3,Intel Iris Xe,Intel,512,SSD,Windows 10,1.1,Phongvu,23390000,https://phongvu.vn/asus-zenbook-ux325ea-kg363t--s210701593?sku=210701593
677,Acer Swift X SFX14-41G-R61A,ACER,AMD Ryzen 5,AMD,16,14.0,GeForce RTX3050Ti (4GB),Nvidia,512,SSD,Windows 10,1.4,Phongvu,27890000,https://phongvu.vn/may-tinh-xach-tay-laptop-acer-swift-x-sfx14-41g-r61a-nx-au3sv-001-amd-ryzen-5-5600u-vang--s210900272?sku=210900272
678,Acer Aspire 7 A715-42G-R6ZR,ACER,AMD Ryzen 5,AMD,8,15.6,GeForce GTX1650 (4GB),Nvidia,512,SSD,Windows 10,2.1,Phongvu,17990000,https://phongvu.vn/may-tinh-xach-tay-laptop-acer-aspire-7-a715-42g-r6zr-nh-qaysv-003-amd-ryzen-5-5500u-den--s211001890?sku=211001890
679,MSI Modern 15 A10M-667VN,MSI,Core i5,Intel,8,15.6,Intel UHD 620,Intel,512,SSD,Windows 10,1.6,Phongvu,13990000,https://phongvu.vn/may-tinh-xach-tay-laptop-msi-modern-15-a10m-667vn-i5-10210u-xam--s211005812?sku=211005812
680,Asus UX482EA-KA274T,ASUS,Core i5,Intel,8,14.0,Intel Iris Xe,Intel,512,SSD,Windows 10,1.6,Phongvu,30490000,https://phongvu.vn/asus-zenbook-ux482ea-ka274t--s211010562?sku=211010562
681,Acer Nitro 5 AN515-45-R86D,ACER,AMD Ryzen 7,AMD,8,15.6,GeForce RTX3060 (6GB),Nvidia,512,SSD,Windows 11,2.2,Phongvu,30990000,https://phongvu.vn/acer-nitro-5-an515-45-r86d-nh-qbcsv-005--s211013133?sku=211013133
682,MSI Bravo 15 B5DD-275VN,MSI,AMD Ryzen 7,AMD,8,15.6,Radeon Vega,AMD,512,SSD,Windows 11,1.9,Phongvu,17990000,https://phongvu.vn/may-tinh-xach-tay-laptop-msi-bravo-15-b5dd-275vn-amd-ryzen-7-5800h-den--s211105061?sku=211105061
683,Asus A515EA-L12033W,ASUS,Core i5,Intel,8,15.6,Intel Iris Xe,Intel,512,SSD,Windows 11,1.8,Phongvu,17290000,https://phongvu.vn/asus-vivobook-a515ea-l12033w-i5-1135g7--s211108415?sku=211108415
684,Acer Swift X SFX16-51G-516Q,ACER,Core i5,Intel,16,16.1,GeForce RTX3050 (4GB),Nvidia,512,SSD,Windows 11,1.9,Phongvu,28690000,https://phongvu.vn/may-tinh-xach-tay-laptop-acer-swift-x-sfx16-51g-516q-nx-ayksv-002-i5-11320h-xam--s211200935?sku=211200935
685,Lenovo IdeaPad Yoga 6 13ALC6-82ND00BDVN,LENOVO,AMD Ryzen 7,AMD,8,13.3,Radeon Vega,AMD,512,SSD,Windows 11,1.3,Phongvu,20290000,https://phongvu.vn/may-tinh-xach-tay-laptop-lenovo-ideapad-yoga-6-13alc6-82nd00bdvn-amd-ryzen-7-5700u-xanh--s211201605?sku=211201605
686,Asus B5302CEA-KG0493W,ASUS,Core i5,Intel,8,13.3,Intel Iris Xe,Intel,512,SSD,Windows 11,1.2,Phongvu,20490000,https://phongvu.vn/asus-expertbook-b5302cea-kg0493w-i5-1135g7--s211201845?sku=211201845
687,MSI GF63 Thin 11UD-473VN,MSI,Core i5,Intel,8,15.6,GeForce RTX3050Ti (4GB),Nvidia,512,SSD,Windows 11,1.9,Phongvu,17990000,https://phongvu.vn/may-tinh-xach-tay-laptop-msi-gf63-thin-11ud-473vn-i5-11400h-den--s211208850?sku=211208850
688,Asus B1400CEAE-EB3182W,ASUS,Core i5,Intel,8,14.0,Intel Iris Xe,Intel,512,SSD,Windows 11,1.5,Phongvu,17490000,https://phongvu.vn/asus-expertbook-b1400ceae-eb3182w--s211209686?sku=211209686
689,Asus B1400CEAE-EK4035T,ASUS,Core i5,Intel,8,14.0,Intel Iris Xe,Intel,512,SSD,Windows 10,1.5,Phongvu,18090000,https://phongvu.vn/may-tinh-xach-tay-laptop-asus-b1400ceae-ek4035t-i5-1135g7-den--s211209687?sku=211209687
690,Asus S533EA-BN462W,ASUS,Core i5,Intel,8,15.6,Intel Iris Xe,Intel,512,SSD,Windows 11,1.8,Phongvu,17190000,https://phongvu.vn/asus-vivobook-s533ea-bn462w--s220200732?sku=220200732
691,HP 240 G8,HP,Core i3,Intel,16,14.0,Intel UHD 620,Intel,256,SSD,Windows 11,1.5,Phongvu,8990000,https://phongvu.vn/may-tinh-xach-tay-laptop-hp-240-g8-617m3pa-i3-1005g1-bac--s220201082?sku=220201082
692,HP Probook 430 G8,HP,Core i5,Intel,4,13.3,Intel Iris Xe,Intel,256,SSD,Windows 11,1.2,Phongvu,16990000,https://phongvu.vn/laptop-hp-probook-430-g8-614k8pa--s220300345?sku=220300345
693,Asus Vivobook Flip TM420UA-EC182W,ASUS,AMD Ryzen 7,AMD,4,14.0,Radeon Vega,AMD,512,SSD,Windows 11,1.5,Phongvu,18490000,https://phongvu.vn/asus-vivobook-flip-tm420ua-ec182w--s220301166?sku=220301166
694,MSI Crosshair 15 B12UEZ-460VN,MSI,Core i7,Intel,8,15.6,GeForce RTX3060 (6GB),Nvidia,512,SSD,Windows 11,2.3,Phongvu,40590000,https://phongvu.vn/laptop-msi-crosshair-15-b12uez-460vn--s220303102?sku=220303102
695,MSI GF63 Thin 11SC-664VN,MSI,Core i5,Intel,8,15.6,GeForce GTX1650 (4GB),Nvidia,512,SSD,Windows 11,1.8,Phongvu,15990000,https://phongvu.vn/laptop-msi-gf63-thin-11sc-664vn--s220303311?sku=220303311
696,Lenovo IdeaPad 5 Pro 14ITL6-82L300KSVN,LENOVO,Core i5,Intel,8,14.0,Intel Iris Xe,Intel,512,SSD,Windows 11,1.4,Phongvu,18790000,https://phongvu.vn/lenovo-ideapad-5-pro-14itl6-82l300ksvn--s220304090?sku=220304090
697,Gigabyte G5 KD-52VN123SO,GIGABYTE,Core i5,Intel,8,15.6,GeForce RTX3060 (6GB),Nvidia,512,SSD,Windows 11,2.2,Phongvu,24990000,https://phongvu.vn/laptop-gigabyte-g5-kd-52vn123so-den--s220304759?sku=220304759
698,HP Pavilion Aero 13-be0229AU,HP,AMD Ryzen 7,AMD,8,13.3,Radeon Vega,AMD,512,SSD,Windows 11,0.9,Phongvu,23090000,https://phongvu.vn/laptop-hp-pavilion-aero-13-be0229au-bac--s220400253?sku=220400253
699,MSI Alpha 15 B5EEK-205VN,MSI,AMD Ryzen 7,AMD,8,15.6,Radeon Vega,AMD,512,SSD,Windows 11,2.4,Phongvu,27690000,https://phongvu.vn/laptop-msi-alpha-15-b5eek-205vn-den--s220500084?sku=220500084
700,Lenovo IdeaPad Gaming 3 15ACH6-82K2010GVN,LENOVO,AMD Ryzen 5,AMD,8,15.6,GeForce RTX3050Ti (4GB),Nvidia,512,SSD,Windows 11,2.3,Phongvu,20390000,https://phongvu.vn/laptop-lenovo-ideapad-gaming-3-15ach6-82k2010gvn--s220500183?sku=220500183
701,Asus ROG Zephyrus G15 GA503RM-LN006W,ASUS,AMD Ryzen 7,AMD,8,15.6,GeForce RTX3060 (6GB),Nvidia,512,SSD,Windows 11,1.9,Phongvu,41790000,https://phongvu.vn/asus-rog-zephyrus-g15-ga503rm-ln006w--s220503384?sku=220503384
702,Lenovo Yoga 7 14ACN6-82N7008VVN,LENOVO,AMD Ryzen 7,AMD,8,14.0,Radeon Vega,AMD,512,SSD,Windows 11,1.5,Phongvu,23090000,https://phongvu.vn/laptop-lenovo-yoga-7-14acn6-82n7008vvn--s220605621?sku=220605621
703,HP 14s-dq2620TU,HP,Core i3,Intel,4,14.0,Intel UHD 620,Intel,256,SSD,Windows 11,1.4,Phongvu,11190000,https://phongvu.vn/laptop-hp-14s-dq2620tu-6k774pa--s220610047?sku=220610047
704,Asus  X1402Z X1402ZA-EK084W,ASUS,Core i5,Intel,8,14.0,Intel Iris Xe,Intel,256,SSD,Windows 11,1.5,Phongvu,16490000,https://phongvu.vn/asus-vivobook-x1402z--s220700062?sku=220700062
705,LG Gram 16ZD90Q-G.AX55A5,LG,Core i5,Intel,16,16.0,Intel Iris Xe,Intel,512,SSD,Windows 10,1.2,Phongvu,36090000,https://phongvu.vn/laptop-lg-gram-16zd90q-g-ax55a5--s220707618?sku=220707618
706,Gigabyte U4 UD-50VN823SO,GIGABYTE,Core i5,Intel,8,14.0,Intel Iris Xe,Intel,512,SSD,Windows 11,1.0,Phongvu,15990000,https://phongvu.vn/laptop-gigabyte-u4-ud-50vn823so--s220800175?sku=220800175
707,HP 240 G9,HP,Core i7,Intel,8,14.0,Intel Iris Xe,Intel,256,SSD,Windows 11,1.4,Phongvu,19890000,https://phongvu.vn/laptop-hp-240-g9-6l1y4pa--s220800859?sku=220800859
708,Asus Vivobook M1503QA-L1028W,ASUS,AMD Ryzen 5,AMD,8,15.6,Radeon Vega,AMD,512,SSD,Windows 11,1.7,Phongvu,16790000,https://phongvu.vn/asus-vivobook-m1503qa-l1028w--s220801584?sku=220801584
709,Lenovo Ideapad 3 - 15IAU7 -82RK005KVN,LENOVO,Core i3,Intel,8,15.6,Intel UHD 620,Intel,256,SSD,Windows 11,1.6,Phongvu,12490000,https://phongvu.vn/laptop-lenovo-ideapad-3-15iau7-82rk005kvn--s220801874?sku=220801874
710,Lenovo Ideapad 3 - 15IAU7 -82RK001GVN,LENOVO,Core i3,Intel,8,15.6,Intel UHD 620,Intel,512,SSD,Windows 11,1.6,Phongvu,13290000,https://phongvu.vn/laptop-lenovo-ideapad-3-15iau7-82rk001gvn--s220801875?sku=220801875
711,Lenovo Ideapad Gaming 3 - 15IAH7 -82S9007UVN,LENOVO,Core i7,Intel,8,15.6,GeForce RTX3050Ti (4GB),Nvidia,512,SSD,Windows 11,2.2,Phongvu,29090000,https://phongvu.vn/laptop-lenovo-ideapad-gaming-3-15iah7-82s9007uvn--s220801882?sku=220801882
712,Lenovo Ideapad Gaming 3 - 15ARH7 -82SB007HVN,LENOVO,AMD Ryzen 7,AMD,8,15.6,GeForce RTX3050 (4GB),Nvidia,512,SSD,Windows 11,2.3,Phongvu,24990000,https://phongvu.vn/laptop-lenovo-ideapad-gaming-3-15arh7-82sb007hvn--s220801890?sku=220801890
713,Lenovo Legion 5 - 15ARH7 -82RE0035VN,LENOVO,AMD Ryzen 7,AMD,8,15.6,GeForce RTX3050 (4GB),Nvidia,512,SSD,Windows 11,2.3,Phongvu,30590000,https://phongvu.vn/laptop-lenovo-legion-5-15arh7-82re0035vn--s220801892?sku=220801892
714,HP  EliteBook 640 G9,HP,Core i5,Intel,8,14.0,Intel Iris Xe,Intel,512,SSD,Windows 11,1.7,Phongvu,20590000,https://phongvu.vn/laptop-hp-elitebook-640-g9-6m154pa--s220802102?sku=220802102
715,HP EliteBook 640 G9,HP,Core i7,Intel,8,14.0,Intel Iris Xe,Intel,512,SSD,Windows 11,1.7,Phongvu,24290000,https://phongvu.vn/laptop-hp-elitebook-640-g9-6m156pa--s220802103?sku=220802103
716,Lenovo IdeaPad Gaming 3 15IAH7-82S900V3VN,LENOVO,Core i5,Intel,8,15.6,GeForce RTX3050 (4GB),Nvidia,512,SSD,Windows 11,2.3,Phongvu,24290000,https://phongvu.vn/laptop-lenovo-ideapad-gaming-3-15iah7-82s900v3vn-i5-12500h-trang--s220806149?sku=220806149
717,Lenovo Legion 5 Pro 16IAH7H-82RF0044VN,LENOVO,Core i7,Intel,8,16.0,GeForce RTX3070 (8GB),Nvidia,512,SSD,Windows 11,2.5,Phongvu,51390000,https://phongvu.vn/laptop-lenovo-legion-5-pro-16iah7h-82rf0044vn--s220902855?sku=220902855
718,Acer Swift 3 SF314-44-R2U3,ACER,AMD Ryzen 5,AMD,16,14.0,Radeon Vega,AMD,512,SSD,Windows 11,1.2,Phongvu,20990000,https://phongvu.vn/acer-swift-3-sf314-44-r2u3-nx-k0wsv-001--s220909327?sku=220909327
719,HP 15s-fq5145TU,HP,Core i7,Intel,8,15.6,Intel HD 620,Intel,256,SSD,Windows 11,1.7,Phongvu,18890000,https://phongvu.vn/laptop-hp-15s-fq5145tu-76b24pa--s220911370?sku=220911370
720,Lenovo S14 G3 IAP-82TW0029VN,LENOVO,Core i5,Intel,8,14.0,Intel Iris Xe,Intel,512,SSD,Windows 10,1.4,Phongvu,17990000,https://phongvu.vn/may-tinh-xach-tay-laptop-lenovo-s14-g3-iap-82tw0029vn-i5-1235u-xam--s221002803?sku=221002803
721,HP EliteBook 840 G9,HP,Core i5,Intel,8,14.0,Intel Iris Xe,Intel,512,SSD,Windows 11,1.3,Phongvu,30590000,https://phongvu.vn/may-tinh-xach-tay-laptop-hp-elitebook-840-g9-6z969pa-i5-1240p-bac--s221002899?sku=221002899
722,MSI Modern 15 B12M-220VN,MSI,Core i5,Intel,8,15.6,Intel Iris Xe,Intel,512,SSD,Windows 11,1.7,Phongvu,16590000,https://phongvu.vn/may-tinh-xach-tay-laptop-msi-modern-15-b12m-220vn-i5-1235u-den--s221100415?sku=221100415
723,HP Victus 16-e1105AX,HP,AMD Ryzen 5,AMD,8,16.1,GeForce RTX3050Ti (4GB),Nvidia,512,SSD,Windows 11,2.5,Phongvu,27990000,https://phongvu.vn/may-tinh-xach-tay-laptop-hp-victus-16-e1105ax-7c0t0pa-amd-ryzen-5-6600h-xanh--s221101323?sku=221101323
724,HP Victus 16-e1106AX,HP,AMD Ryzen 5,AMD,8,16.1,GeForce RTX3050Ti (4GB),Nvidia,512,SSD,Windows 11,2.5,Phongvu,26490000,https://phongvu.vn/may-tinh-xach-tay-laptop-hp-victus-16-e1106ax-7c0t1pa-amd-ryzen-5-6600h-den--s221101324?sku=221101324
725,HP Victus 16-d1187TX,HP,Core i7,Intel,8,16.1,GeForce RTX3050 (4GB),Nvidia,512,SSD,Windows 11,2.5,Phongvu,32990000,https://phongvu.vn/may-tinh-xach-tay-laptop-hp-victus-16-d1187tx-7c0s4pa-i7-12700h-den--s221101326?sku=221101326
726,HP Victus 15-fa0110TX,HP,Core i7,Intel,8,15.6,GeForce RTX3050 (4GB),Nvidia,512,SSD,Windows 11,2.3,Phongvu,30490000,https://phongvu.vn/may-tinh-xach-tay-laptop-hp-victus-15-fa0110tx-7c0r3pa-i7-12700h-den--s221101327?sku=221101327
727,HP Victus 16-e1102AX,HP,AMD Ryzen 7,AMD,8,16.1,GeForce RTX3050Ti (4GB),Nvidia,512,SSD,Windows 11,2.4,Phongvu,30190000,https://phongvu.vn/may-tinh-xach-tay-laptop-hp-victus-16-e1102ax-7c139pa-amd-ryzen-7-6800h-xanh--s221101329?sku=221101329
728,HP Victus 15-fa0111TX,HP,Core i5,Intel,8,15.6,GeForce RTX3050Ti (4GB),Nvidia,512,SSD,Windows 11,2.3,Phongvu,27690000,https://phongvu.vn/may-tinh-xach-tay-laptop-hp-victus-15-fa0111tx-7c0r4pa-i5-12500h-xanh--s221101330?sku=221101330
729,MSI Gaming GF63 Thin 11SC-665VN,MSI,Core i5,Intel,8,15.6,GeForce GTX1650 (4GB),Nvidia,512,SSD,Windows 11,1.9,Phongvu,17490000,https://phongvu.vn/may-tinh-xach-tay-laptop-msi-gaming-gf63-thin-11sc-665vn-i5-11400h-den--s221101658?sku=221101658
730,HP 15s-fq5146TU,HP,Core i7,Intel,8,15.6,Intel Iris Xe,Intel,512,SSD,Windows 11,1.7,Phongvu,19690000,https://phongvu.vn/may-tinh-xach-tay-laptop-hp-15s-fq5146tu-core-i7-1255u--s221101767?sku=221101767
731,Lenovo Ideapad 330-15IKBR 81DE010CVN,LENOVO,Core i3,Intel,4,15.6,Intel HD 620,Intel,512,HDD,Windows 10,2.2,Phongvu,11990000,https://phongvu.vn/may-tinh-xach-tay-laptop-lenovo-ideapad-330-15ikbr-81de010cvn-i3-7020u-den--s1808260?sku=1808260
732,Acer Nitro 5 AN515-55-70AX,ACER,Core i7,Intel,8,15.6,GeForce GTX1650 (4GB),Nvidia,512,SSD,Windows 10,2.3,Phongvu,22990000,https://phongvu.vn/acer-nitro-5-an5155570ax-nhq7nsv001--s200500783?sku=200500783
733,Acer Aspire 5 A514-54-51VT,ACER,Core i5,Intel,8,14.0,Intel Iris Xe,Intel,512,SSD,Windows 10,1.5,Phongvu,15990000,https://phongvu.vn/may-tinh-xach-tay-laptop-acer-aspire-5-a514-54-51vt-nx-a23sv-004-i5-1135g7-bac--s201100332?sku=201100332
734,Acer Swift 5 SF514-55T-51NZ,ACER,Core i5,Intel,8,14.0,Intel Iris Xe,Intel,512,SSD,Windows 10,1.0,Phongvu,24190000,https://phongvu.vn/acer-swift-5-sf514-55t-51nz-nx-hx9sv--s201100334?sku=201100334
735,Acer Swift 3 SF313-53-503A,ACER,Core i5,Intel,8,13.5,Intel Iris Xe,Intel,512,SSD,Windows 10,1.2,Phongvu,20490000,https://phongvu.vn/acer-swift-3-sf313-53-503a-nx-a4jsv-002--s201100387?sku=201100387
736,Acer Aspire 7 A715-42G-R4ST,ACER,AMD Ryzen 5,AMD,8,15.6,GeForce GTX1650 (4GB),Nvidia,256,SSD,Windows 10,2.1,Phongvu,19490000,https://phongvu.vn/may-tinh-xach-tay-laptop-acer-aspire-7-a715-42g-r4st-nh-qaysv-004-amd-ryzen-5-5500h-den--s210300340?sku=210300340
737,Acer Nitro 5 AN515-45-R9SC,ACER,AMD Ryzen 7,AMD,8,15.6,GeForce RTX3070 (8GB),Nvidia,512,SSD,Windows 10,2.2,Phongvu,37190000,https://phongvu.vn/acer-nitro-5-an515-45-r9sc-nh-qbrsv-001--s210400696?sku=210400696
738,Acer Swift 3 SF313-53-518Y,ACER,Core i5,Intel,16,13.5,Intel Iris Xe,Intel,512,SSD,Windows 10,1.2,Phongvu,17990000,https://phongvu.vn/acer-swift-3-sf313-53-518y-nx-a4jsv-003--s210400698?sku=210400698
739,LG Gram 2021 16Z90P-G.AH73A5,LG,Core i7,Intel,16,16.0,Intel Iris Xe,Intel,256,SSD,Windows 10,1.1,Phongvu,39290000,https://phongvu.vn/laptop-lg-gram-2021-16z90p-g-ah73a5-bac--s210500989?sku=210500989
740,LG Gram 2021 17Z90P-G.AH78A5,LG,Core i7,Intel,16,17.0,Intel Iris Xe,Intel,256,SSD,Windows 10,1.4,Phongvu,44690000,https://phongvu.vn/may-tinh-xach-tay-laptop-lg-gram-2021-17z90p-g-ah78a5-i7-1165g7-den--s210500993?sku=210500993
741,Asus Vivobook Flip TP470EA-EC027T,ASUS,Core i3,Intel,4,14.0,Intel UHD 620,Intel,512,SSD,Windows 10,1.5,Phongvu,15490000,https://phongvu.vn/asus-vivobook-flip-tp470ea-ec027t--s210502241?sku=210502241
742,MSI Thin GF65 10UE-286VN,MSI,Core i5,Intel,8,15.6,GeForce RTX3060 (6GB),Nvidia,512,SSD,Windows 10,1.8,Phongvu,24990000,https://phongvu.vn/laptop-msi-thin-gf65-10ue-286vn--s210600076?sku=210600076
743,Gigabyte G5 KC-5S11130SH,GIGABYTE,Core i5,Intel,8,15.6,GeForce RTX3060 (6GB),Nvidia,512,SSD,Windows 10,2.2,Phongvu,24990000,https://phongvu.vn/may-tinh-xach-tay-laptop-gigabyte-g5-kc-5s11130sh-i5-10500h-den--s210700019?sku=210700019
744,Dell Latitude 3420-L3420I3SSD,DELL,Core i3,Intel,8,14.0,Intel UHD 620,Intel,256,SSD,Mac OS,1.5,Phongvu,16490000,https://phongvu.vn/dell-latitude-3420-i3-1115g4--s210701155?sku=210701155
745,Asus X515EA-BQ1006T,ASUS,Core i3,Intel,4,15.6,Intel UHD 620,Intel,512,SSD,Windows 10,1.8,Phongvu,13390000,https://phongvu.vn/asus-vivobook-x515ea-bq1006t--s210701594?sku=210701594
746,MSI Modern 15 A11MU-678VN,MSI,Core i5,Intel,8,15.6,Intel Iris Xe,Intel,512,SSD,Windows 10,1.6,Phongvu,14990000,https://phongvu.vn/may-tinh-xach-tay-laptop-msi-modern-15-a11mu-678vn-i5-1155g7-bac--s210801186?sku=210801186
747,Asus TUF Gaming FX506HCB-HN139T,ASUS,Core i5,Intel,8,15.6,GeForce RTX3050 (4GB),Nvidia,512,SSD,Windows 10,2.3,Phongvu,24090000,https://phongvu.vn/may-tinh-xach-tay-laptop-asus-tuf-gaming-fx506hcb-hn139t-i5-11400h-xam--s210900191?sku=210900191
748,Asus ROG Strix G513IH-HN015T,ASUS,AMD Ryzen 7,AMD,8,15.6,GeForce GTX1650 (4GB),Nvidia,512,SSD,Windows 10,2.1,Phongvu,21890000,https://phongvu.vn/may-tinh-xach-tay-laptop-asus-rog-strix-g513ih-hn015t-amd-ryzen-7-4800h-xam--s210900363?sku=210900363
749,Asus X415EA-EB548T,ASUS,Core i5,Intel,4,14.0,Intel Iris Xe,Intel,512,SSD,Windows 10,1.6,Phongvu,16490000,https://phongvu.vn/asus-vivobook-x415ea-eb548t--s210900605?sku=210900605
750,Asus ROG Strix G15 G513IC-HN002T,ASUS,AMD Ryzen 7,AMD,8,15.6,GeForce RTX3050 (4GB),Nvidia,512,SSD,Windows 10,2.1,Phongvu,26490000,https://phongvu.vn/asus-rog-strix-g15-g513ic-hn002t--s210901836?sku=210901836
